name,symbol,isot_symbol,atomic_number,mass_number,abundance,mass [u],mass_uncertainty [u],spin,parity,is_radioactive,half_life [s],half_life_uncertainty [s],gfactor,gfactor_uncertainty,quadrupole_moment [b],quadrupole_moment_uncertainty [b]
Lead,Pb,¹⁸⁰Pb,82,180,0.0,179.997916177,1.3306e-5,0.0,1,true,0.0040999999999999995,0.0003,0.0,0.0,0.0,0.0
Lead,Pb,¹⁸¹Pb,82,181,0.0,180.9966606,9.129e-5,4.5,-1,true,0.039,0.0008,,,,
Lead,Pb,¹⁸²Pb,82,182,0.0,181.992673537,1.2975e-5,0.0,1,true,0.055,0.005,0.0,0.0,0.0,0.0
Lead,Pb,¹⁸³Pb,82,183,0.0,182.991862527,3.111e-5,1.5,-1,true,0.535,0.03,-0.7693333333333333,0.0033333333333333335,,
Lead,Pb,¹⁸⁴Pb,82,184,0.0,183.988135634,1.3743e-5,0.0,1,true,0.49,0.025,0.0,0.0,0.0,0.0
Lead,Pb,¹⁸⁵Pb,82,185,0.0,184.98761,1.7364e-5,1.5,-1,true,6.3,0.4,-0.758,0.0033333333333333335,,
Lead,Pb,¹⁸⁶Pb,82,186,0.0,185.984239409,1.1813e-5,0.0,1,true,4.82,0.03,0.0,0.0,0.0,0.0
Lead,Pb,¹⁸⁷Pb,82,187,0.0,186.983910842,5.468e-6,1.5,-1,true,15.2,0.3,-0.7480000000000001,0.002,,
Lead,Pb,¹⁸⁸Pb,82,188,0.0,187.980879079,1.0868e-5,0.0,1,true,25.1,0.1,0.0,0.0,0.0,0.0
Lead,Pb,¹⁸⁹Pb,82,189,0.0,188.980843658,1.5096e-5,1.5,-1,true,39.0,8.0,-0.718,0.005999999999999999,,
Lead,Pb,¹⁹⁰Pb,82,190,0.0,189.978081872,1.3434e-5,0.0,1,true,71.0,1.0,0.0,0.0,0.0,0.0
Lead,Pb,¹⁹¹Pb,82,191,0.0,190.978216455,7.099e-6,1.5,-1,true,79.80000000000001,4.8,,,,
Lead,Pb,¹⁹²Pb,82,192,0.0,191.975789598,6.147e-6,0.0,1,true,210.0,6.0,0.0,0.0,0.0,0.0
Lead,Pb,¹⁹³Pb,82,193,0.0,192.976135914,1.1044e-5,1.5,-1,true,240.0,,,,,
Lead,Pb,¹⁹⁴Pb,82,194,0.0,193.974011788,1.8717e-5,0.0,1,true,642.0,36.0,0.0,0.0,0.0,0.0
Lead,Pb,¹⁹⁵Pb,82,195,0.0,194.974516167,5.461e-6,1.5,-1,true,900.0,84.0,,,,
Lead,Pb,¹⁹⁶Pb,82,196,0.0,195.972787552,8.277e-6,0.0,1,true,2220.0,180.0,0.0,0.0,0.0,0.0
Lead,Pb,¹⁹⁷Pb,82,197,0.0,196.973434737,5.157e-6,1.5,-1,true,486.0,102.0,-0.7145333333333334,0.0015333333333333334,-0.08,0.17
Lead,Pb,¹⁹⁸Pb,82,198,0.0,197.97201545,9.393e-6,0.0,1,true,8640.0,360.0,0.0,0.0,0.0,0.0
Lead,Pb,¹⁹⁹Pb,82,199,0.0,198.97291262,7.322e-6,1.5,-1,true,5400.0,600.0,-0.7138,0.0009333333333333333,0.08,0.09
Lead,Pb,²⁰⁰Pb,82,200,0.0,199.971818546,1.0744e-5,0.0,1,true,77400.0,1440.0,0.0,0.0,0.0,0.0
Lead,Pb,²⁰¹Pb,82,201,0.0,200.972870431,1.4758e-5,2.5,-1,true,33588.0,108.0,0.26924000000000003,0.00023999999999999998,0.01,0.04
Lead,Pb,²⁰²Pb,82,202,0.0,201.972151613,4.075e-6,0.0,1,true,1.656738615e12,8.83593928e10,0.0,0.0,0.0,0.0
Lead,Pb,²⁰³Pb,82,203,0.0,202.973390617,7.036e-6,2.5,-1,true,186926.4,54.0,0.27364,0.00023999999999999998,0.1,0.05
Lead,Pb,²⁰⁴Pb,82,204,1.4,203.973043506,1.231e-6,0.0,1,false,Inf,4.4179696399999997e24,0.0,0.0,0.0,0.0
Lead,Pb,²⁰⁵Pb,82,205,0.0,204.974481682,1.228e-6,2.5,-1,true,5.36467742e14,2.84012334e13,0.28376,0.00023999999999999998,0.23,0.04
Lead,Pb,²⁰⁶Pb,82,206,24.1,205.97446521,1.228e-6,0.0,1,false,Inf,7.8892315e28,0.0,0.0,0.0,0.0
Lead,Pb,²⁰⁷Pb,82,207,22.1,206.975896821,1.231e-6,0.5,-1,false,Inf,5.995815939999999e28,1.1812,0.0008,0.0,0.0
Lead,Pb,²⁰⁸Pb,82,208,52.4,207.976652005,1.232e-6,0.0,1,false,Inf,8.20480076e28,0.0,0.0,0.0,0.0
Lead,Pb,²⁰⁹Pb,82,209,0.0,208.981089978,1.875e-6,4.5,1,true,11646.0,18.0,-0.3263555555555555,0.0004222222222222222,-0.27,0.17
Lead,Pb,²¹⁰Pb,82,210,0.0,209.984188381,1.554e-6,0.0,1,true,7.005637571999999e8,6.94252372e6,0.0,0.0,0.0,0.0
Lead,Pb,²¹¹Pb,82,211,0.0,210.988735288,2.426e-6,4.5,1,true,2169.768,0.15,-0.31091111111111114,0.0002666666666666666,0.09,0.06
Lead,Pb,²¹²Pb,82,212,0.0,211.991895891,1.975e-6,0.0,1,true,38257.200000000004,21.6,0.0,0.0,0.0,0.0
Lead,Pb,²¹³Pb,82,213,0.0,212.996560796,7.465e-6,4.5,1,true,612.0,18.0,,,,
Lead,Pb,²¹⁴Pb,82,214,0.0,213.999803521,2.114e-6,0.0,1,true,1623.6,4.2,0.0,0.0,0.0,0.0
Lead,Pb,²¹⁵Pb,82,215,0.0,215.004661591,5.656e-5,4.5,1,true,142.0,11.0,,,,
Lead,Pb,²¹⁶Pb,82,216,0.0,216.008062,0.000215,0.0,1,true,99.6,12.0,0.0,0.0,0.0,0.0
Lead,Pb,²¹⁷Pb,82,217,0.0,217.013162,0.000322,4.5,1,true,19.9,5.3,,,,
Lead,Pb,²¹⁸Pb,82,218,0.0,218.016779,0.000322,0.0,1,true,14.8,6.8,0.0,0.0,0.0,0.0
Lead,Pb,²¹⁹Pb,82,219,0.0,219.022136,0.000429,5.5,1,true,3.0,3.0000000000000004e-7,,,,
Lead,Pb,²²⁰Pb,82,220,0.0,220.025905,0.000429,0.0,1,true,1.0,3.0000000000000004e-7,0.0,0.0,0.0,0.0
Bismuth,Bi,¹⁸⁴Bi,83,184,0.0,184.001347,0.000131,3.0,1,true,0.0066,0.0015,,,,
Bismuth,Bi,¹⁸⁵Bi,83,185,0.0,184.9976,8.7e-5,4.5,-1,true,0.002,,,,,
Bismuth,Bi,¹⁸⁶Bi,83,186,0.0,185.996623169,1.82e-5,3.0,1,true,0.0148,0.0007,,,,
Bismuth,Bi,¹⁸⁷Bi,83,187,0.0,186.993147272,1.074e-5,4.5,-1,true,0.037,0.002,,,,
Bismuth,Bi,¹⁸⁸Bi,83,188,0.0,187.992276064,1.2001e-5,3.0,1,true,0.06,0.003,,,,
Bismuth,Bi,¹⁸⁹Bi,83,189,0.0,188.989195139,2.2384e-5,4.5,-1,true,0.6880000000000001,0.005,,,,
Bismuth,Bi,¹⁹⁰Bi,83,190,0.0,189.988624828,2.2515e-5,3.0,1,true,6.3,0.1,,,,
Bismuth,Bi,¹⁹¹Bi,83,191,0.0,190.985786972,8.037e-6,4.5,-1,true,12.4,0.3,,,,
Bismuth,Bi,¹⁹²Bi,83,192,0.0,191.985470077,3.2326e-5,3.0,1,true,34.6,0.9,,,,
Bismuth,Bi,¹⁹³Bi,83,193,0.0,192.98294722,8.132e-6,4.5,-1,true,63.6,3.0,,,,
Bismuth,Bi,¹⁹⁴Bi,83,194,0.0,193.982798581,5.638e-6,3.0,1,true,95.0,3.0,,,,
Bismuth,Bi,¹⁹⁵Bi,83,195,0.0,194.980648759,5.675e-6,4.5,-1,true,183.0,4.0,,,,
Bismuth,Bi,¹⁹⁶Bi,83,196,0.0,195.980666509,2.6224e-5,3.0,1,true,307.8,12.0,,,,
Bismuth,Bi,¹⁹⁷Bi,83,197,0.0,196.978864927,8.946e-6,4.5,-1,true,559.8,30.0,,,,
Bismuth,Bi,¹⁹⁸Bi,83,198,0.0,197.979201316,2.9598e-5,3.0,1,true,618.0,18.0,,,,
Bismuth,Bi,¹⁹⁹Bi,83,199,0.0,198.977672841,1.1395e-5,4.5,-1,true,1620.0,60.0,1.0222222222222221,0.08888888888888889,,
Bismuth,Bi,²⁰⁰Bi,83,200,0.0,199.97813129,2.437e-5,7.0,1,true,2184.0,30.0,,,,
Bismuth,Bi,²⁰¹Bi,83,201,0.0,200.976995017,1.3072e-5,4.5,-1,true,6180.0,180.0,1.0666666666666667,0.06666666666666667,,
Bismuth,Bi,²⁰²Bi,83,202,0.0,201.977723042,1.5032e-5,5.0,1,true,6192.0,180.0,0.8480000000000001,0.0028,,
Bismuth,Bi,²⁰³Bi,83,203,0.0,202.976892077,1.3717e-5,4.5,-1,true,42336.0,180.0,0.8886666666666667,0.0028888888888888888,,
Bismuth,Bi,²⁰⁴Bi,83,204,0.0,203.977835687,9.854e-6,6.0,1,true,40392.0,360.0,0.717,0.0025,,
Bismuth,Bi,²⁰⁵Bi,83,205,0.0,204.977385182,5.161e-6,4.5,-1,true,1.288224e6,6048.000000000001,0.8993333333333333,0.0015555555555555557,-0.81,0.03
Bismuth,Bi,²⁰⁶Bi,83,206,0.0,205.978498843,8.193e-6,6.0,1,true,539395.2000000001,259.2,0.7235,0.0013333333333333333,-0.54,0.04
Bismuth,Bi,²⁰⁷Bi,83,207,0.0,206.978470551,2.573e-6,4.5,-1,true,9.852072297199999e8,5.36467742e6,0.9050888888888888,0.00044444444444444447,-0.76,0.02
Bismuth,Bi,²⁰⁸Bi,83,208,0.0,207.97974206,2.474e-6,5.0,1,true,1.1612948768e13,1.26227704e11,0.9144,0.002,-0.7,0.08
Bismuth,Bi,²⁰⁹Bi,83,209,100.0,208.980398599,1.465e-6,4.5,-1,true,6.342942126e26,2.52455408e25,,,,
Bismuth,Bi,²¹⁰Bi,83,210,0.0,209.984120237,1.463e-6,1.0,-1,true,433036.8,432.0,-0.0443,0.0001,0.19,0.006
Bismuth,Bi,²¹¹Bi,83,211,0.0,210.987268715,5.842e-6,4.5,-1,true,128.4,1.2,0.8555555555555556,0.006666666666666666,-0.7,0.3
Bismuth,Bi,²¹²Bi,83,212,0.0,211.99128503,1.989e-6,1.0,-1,true,3633.0,3.5999999999999996,,,,
Bismuth,Bi,²¹³Bi,83,213,0.0,212.99438357,5.455e-6,4.5,-1,true,2736.0,2.4,0.822,0.0015555555555555557,-0.83,0.05
Bismuth,Bi,²¹⁴Bi,83,214,0.0,213.998710909,1.2033e-5,1.0,-1,true,1194.0,24.0,,,,
Bismuth,Bi,²¹⁵Bi,83,215,0.0,215.001749095,6.037e-6,4.5,-1,true,457.2,7.800000000000001,,,,
Bismuth,Bi,²¹⁶Bi,83,216,0.0,216.006305985,1.2e-5,6.0,-1,true,132.6,2.4,,,,
Bismuth,Bi,²¹⁷Bi,83,217,0.0,217.009372,1.9e-5,4.5,-1,true,98.5,1.3,,,,
Bismuth,Bi,²¹⁸Bi,83,218,0.0,218.014188,2.9e-5,8.0,-1,true,33.0,1.0,,,,
Bismuth,Bi,²¹⁹Bi,83,219,0.0,219.01752,0.000215,4.5,-1,true,8.7,2.9,,,,
Bismuth,Bi,²²⁰Bi,83,220,0.0,220.022501,0.000322,1.0,-1,true,9.5,5.7,,,,
Bismuth,Bi,²²¹Bi,83,221,0.0,221.02598,0.000322,4.5,-1,true,2.0,3.0000000000000004e-7,,,,
Bismuth,Bi,²²²Bi,83,222,0.0,222.031079,0.000322,1.0,-1,true,3.0,3.0000000000000004e-7,,,,
Bismuth,Bi,²²³Bi,83,223,0.0,223.034611,0.000429,4.5,-1,true,1.0,3.0000000000000004e-7,,,,
Bismuth,Bi,²²⁴Bi,83,224,0.0,224.039796,0.000429,1.0,-1,true,1.0,3.0000000000000004e-7,,,,
Polonium,Po,¹⁸⁶Po,84,186,0.0,186.004403174,1.9622e-5,0.0,1,true,3.4e-5,1.2e-5,0.0,0.0,0.0,0.0
Polonium,Po,¹⁸⁷Po,84,187,0.0,187.003031482,3.503e-5,0.5,-1,true,0.0014,0.00025,,,0.0,0.0
Polonium,Po,¹⁸⁸Po,84,188,0.0,187.999415586,2.1438e-5,0.0,1,true,0.00027,2.9999999999999997e-5,0.0,0.0,0.0,0.0
Polonium,Po,¹⁸⁹Po,84,189,0.0,188.998473425,2.3681e-5,2.5,-1,true,0.0035,0.0005,,,,
Polonium,Po,¹⁹⁰Po,84,190,0.0,189.995101731,1.4131e-5,0.0,1,true,0.0024500000000000004,5.0e-5,0.0,0.0,0.0,0.0
Polonium,Po,¹⁹¹Po,84,191,0.0,190.994558494,7.624e-6,1.5,-1,true,0.022,0.001,,,,
Polonium,Po,¹⁹²Po,84,192,0.0,191.991340274,1.1416e-5,0.0,1,true,0.032200000000000006,0.0003,0.0,0.0,0.0,0.0
Polonium,Po,¹⁹³Po,84,193,0.0,192.991062421,1.5599e-5,1.5,-1,true,0.399,0.034,,,,
Polonium,Po,¹⁹⁴Po,84,194,0.0,193.988186058,1.386e-5,0.0,1,true,0.392,0.004,0.0,0.0,0.0,0.0
Polonium,Po,¹⁹⁵Po,84,195,0.0,194.988065781,6.486e-6,1.5,-1,true,4.64,0.09,-0.39999999999999997,0.02666666666666667,-0.9,0.3
Polonium,Po,¹⁹⁶Po,84,196,0.0,195.985540722,5.778e-6,0.0,1,true,5.63,0.07,0.0,0.0,0.0,0.0
Polonium,Po,¹⁹⁷Po,84,197,0.0,196.985621939,1.0585e-5,1.5,-1,true,53.6,0.9,-0.5866666666666667,0.04666666666666667,-0.4,0.2
Polonium,Po,¹⁹⁸Po,84,198,0.0,197.983388753,1.8705e-5,0.0,1,true,105.6,1.44,0.0,0.0,0.0,0.0
Polonium,Po,¹⁹⁹Po,84,199,0.0,198.983640445,5.828e-6,1.5,-1,true,328.2,9.0,-0.6066666666666667,0.04666666666666667,-0.27,0.15
Polonium,Po,²⁰⁰Po,84,200,0.0,199.981812355,8.136e-6,0.0,1,true,690.6,4.8,0.0,0.0,0.0,0.0
Polonium,Po,²⁰¹Po,84,201,0.0,200.982263799,5.305e-6,1.5,-1,true,936.0,6.0,-0.6533333333333333,0.04666666666666667,0.1,0.1
Polonium,Po,²⁰²Po,84,202,0.0,201.980738934,9.307e-6,0.0,1,true,2676.0,24.0,0.0,0.0,0.0,0.0
Polonium,Po,²⁰³Po,84,203,0.0,202.981416072,4.981e-6,2.5,-1,true,2202.0,30.0,0.296,0.02,0.17,0.1
Polonium,Po,²⁰⁴Po,84,204,0.0,203.980310078,1.0811e-5,0.0,1,true,12668.4,43.2,0.0,0.0,0.0,0.0
Polonium,Po,²⁰⁵Po,84,205,0.0,204.981190006,1.0798e-5,2.5,-1,true,6264.0,288.0,0.304,0.024,,
Polonium,Po,²⁰⁶Po,84,206,0.0,205.980473662,4.306e-6,0.0,1,true,760320.0000000001,8640.0,0.0,0.0,0.0,0.0
Polonium,Po,²⁰⁷Po,84,207,0.0,206.981593334,7.148e-6,2.5,-1,true,20880.0,72.0,0.316,0.024,0.28,0.03
Polonium,Po,²⁰⁸Po,84,208,0.0,207.981246035,1.795e-6,0.0,1,true,9.145197154800001e7,63113.852,0.0,0.0,0.0,0.0
Polonium,Po,²⁰⁹Po,84,209,0.0,208.982430361,1.909e-6,0.5,-1,true,3.913058824e9,9.4670778e7,1.36,0.16,0.0,0.0
Polonium,Po,²¹⁰Po,84,210,0.0,209.982873686,1.23e-6,0.0,1,true,1.19556864e7,172.8,0.0,0.0,0.0,0.0
Polonium,Po,²¹¹Po,84,211,0.0,210.986653171,1.347e-6,4.5,1,true,0.516,0.003,-0.26666666666666666,0.017777777777777778,-0.77,0.15
Polonium,Po,²¹²Po,84,212,0.0,211.988867982,1.237e-6,0.0,1,true,2.944e-7,8.000000000000001e-10,0.0,0.0,0.0,0.0
Polonium,Po,²¹³Po,84,213,0.0,212.992857154,3.277e-6,4.5,1,true,3.705e-6,1.0e-9,,,,
Polonium,Po,²¹⁴Po,84,214,0.0,213.995201287,1.556e-6,0.0,1,true,0.00016346999999999998,3.0e-8,0.0,0.0,0.0,0.0
Polonium,Po,²¹⁵Po,84,215,0.0,214.999418385,2.276e-6,4.5,1,true,0.001781,5.0e-6,,,,
Polonium,Po,²¹⁶Po,84,216,0.0,216.001913416,1.948e-6,0.0,1,true,0.14400000000000002,0.0006,0.0,0.0,0.0,0.0
Polonium,Po,²¹⁷Po,84,217,0.0,217.006316145,7.025e-6,4.5,1,true,1.53,0.05,,,,
Polonium,Po,²¹⁸Po,84,218,0.0,218.008971234,2.112e-6,0.0,1,true,185.82,0.72,0.0,0.0,0.0,0.0
Polonium,Po,²¹⁹Po,84,219,0.0,219.013614,1.7e-5,4.5,1,true,618.0,60.0,,,,
Polonium,Po,²²⁰Po,84,220,0.0,220.016386,1.9e-5,0.0,1,true,10.0,3.0000000000000004e-7,0.0,0.0,0.0,0.0
Polonium,Po,²²¹Po,84,221,0.0,221.021228,2.1e-5,4.5,1,true,132.0,42.0,,,,
Polonium,Po,²²²Po,84,222,0.0,222.02414,4.3e-5,0.0,1,true,546.0,432.0,0.0,0.0,0.0,0.0
Polonium,Po,²²³Po,84,223,0.0,223.02907,0.00021,5.5,1,true,6.0,3.0000000000000004e-7,,,,
Polonium,Po,²²⁴Po,84,224,0.0,224.03211,0.00021,0.0,1,true,180.0,3.0000000000000004e-7,0.0,0.0,0.0,0.0
Polonium,Po,²²⁵Po,84,225,0.0,225.037123,0.000322,1.5,1,true,10.0,3.0000000000000004e-7,,,,
Polonium,Po,²²⁶Po,84,226,0.0,226.04031,0.00043,0.0,1,true,60.0,3.0000000000000004e-7,0.0,0.0,0.0,0.0
Polonium,Po,²²⁷Po,84,227,0.0,227.04539,0.00043,2.5,1,true,2.0,3.0000000000000004e-7,,,,
Astatine,At,¹⁹¹At,85,191,0.0,191.004148081,1.7287e-5,0.5,1,true,0.0021000000000000003,0.0008,,,0.0,0.0
Astatine,At,¹⁹²At,85,192,0.0,192.003140912,2.9922e-5,3.0,1,true,0.0115,0.0006,,,,
Astatine,At,¹⁹³At,85,193,0.0,192.999927725,2.3222e-5,0.5,1,true,0.029,0.005,,,0.0,0.0
Astatine,At,¹⁹⁴At,85,194,0.0,193.999230816,2.523e-5,5.0,-1,true,0.28600000000000003,0.007,,,,
Astatine,At,¹⁹⁵At,85,195,0.0,194.99627448,1.0276e-5,0.5,1,true,0.29,0.02,3.2,0.1,0.0,0.0
Astatine,At,¹⁹⁶At,85,196,0.0,195.995799034,3.2458e-5,3.0,1,true,0.377,0.004,1.24,0.04666666666666667,-0.6,0.4
Astatine,At,¹⁹⁷At,85,197,0.0,196.993177353,8.57e-6,4.5,-1,true,0.3882,0.0056,0.8511111111111112,0.015555555555555557,-1.2,0.6
Astatine,At,¹⁹⁸At,85,198,0.0,197.992797864,5.265e-6,3.0,1,true,4.47,0.05,1.3399999999999999,0.04666666666666667,-0.6,0.3
Astatine,At,¹⁹⁹At,85,199,0.0,198.990527715,5.78e-6,4.5,-1,true,7.02,0.12,0.8755555555555555,0.015555555555555557,-1.0,0.5
Astatine,At,²⁰⁰At,85,200,0.0,199.990351099,2.6264e-5,3.0,1,true,43.2,0.9,1.4266666666666667,0.049999999999999996,-0.5,0.5
Astatine,At,²⁰¹At,85,201,0.0,200.988417058,8.786e-6,4.5,-1,true,85.2,1.6,0.8911111111111111,0.015555555555555557,-1.0,0.5
Astatine,At,²⁰²At,85,202,0.0,201.988625686,2.9631e-5,3.0,1,true,184.0,1.0,1.38,0.05333333333333334,-0.5,0.3
Astatine,At,²⁰³At,85,203,0.0,202.986942904,1.1404e-5,4.5,-1,true,444.0,12.0,0.8888888888888888,0.015555555555555557,-0.7,0.4
Astatine,At,²⁰⁴At,85,204,0.0,203.987251393,2.4335e-5,7.0,1,true,547.1999999999999,6.6,0.6885714285714286,0.025714285714285714,-0.6,0.3
Astatine,At,²⁰⁵At,85,205,0.0,204.986060546,1.2941e-5,4.5,-1,true,1614.0,48.0,0.9088888888888889,0.015555555555555557,-0.6,0.3
Astatine,At,²⁰⁶At,85,206,0.0,205.986645768,1.4523e-5,6.0,1,true,1836.0,48.0,0.7283333333333334,0.028333333333333335,-0.4,0.2
Astatine,At,²⁰⁷At,85,207,0.0,206.985799715,1.3318e-5,4.5,-1,true,6516.0,108.0,,,,
Astatine,At,²⁰⁸At,85,208,0.0,207.986613011,9.577e-6,6.0,1,true,5868.0,108.0,0.7433333333333333,0.03,-0.4,0.3
Astatine,At,²⁰⁹At,85,209,0.0,208.986168701,5.094e-6,4.5,-1,true,19512.0,180.0,,,,
Astatine,At,²¹⁰At,85,210,0.0,209.987147423,8.261e-6,5.0,1,true,29160.0,1440.0,0.944,0.032,-0.4,0.2
Astatine,At,²¹¹At,85,211,0.0,210.987496226,2.929e-6,4.5,-1,true,25970.4,25.2,0.9199999999999999,0.008888888888888889,,
Astatine,At,²¹²At,85,212,0.0,211.990737301,2.559e-6,1.0,-1,true,0.314,0.003,,,,
Astatine,At,²¹³At,85,213,0.0,212.992936593,5.258e-6,4.5,-1,true,1.2500000000000002e-7,6.000000000000001e-9,,,,
Astatine,At,²¹⁴At,85,214,0.0,213.996372331,4.274e-6,1.0,-1,true,5.58e-7,1.0e-8,,,,
Astatine,At,²¹⁵At,85,215,0.0,214.998651002,7.116e-6,4.5,-1,true,3.7e-5,3.0e-6,,,,
Astatine,At,²¹⁶At,85,216,0.0,216.002422643,3.837e-6,1.0,-1,true,0.0003,2.9999999999999997e-5,,,,
Astatine,At,²¹⁷At,85,217,0.0,217.004717794,5.368e-6,4.5,-1,true,0.032600000000000004,0.0003,0.8444444444444444,0.044444444444444446,,
Astatine,At,²¹⁸At,85,218,0.0,218.008695941,1.2349e-5,2.0,-1,true,1.28,0.06,,,,
Astatine,At,²¹⁹At,85,219,0.0,219.011160587,3.474e-6,4.5,-1,true,56.0,3.0,,,,
Astatine,At,²²⁰At,85,220,0.0,220.015433,1.5e-5,3.0,-1,true,222.6,2.4,,,,
Astatine,At,²²¹At,85,221,0.0,221.018017,1.5e-5,1.5,-1,true,138.0,12.0,,,,
Astatine,At,²²³At,85,223,0.0,223.025151,1.5e-5,1.5,-1,true,50.0,7.0,,,,
Astatine,At,²²⁴At,85,224,0.0,224.029749,2.4e-5,2.0,1,true,150.0,90.0,,,,
Astatine,At,²²⁵At,85,225,0.0,225.032528,0.000322,0.5,1,true,3.0,3.0000000000000004e-7,,,0.0,0.0
Astatine,At,²²⁶At,85,226,0.0,226.037209,0.000322,2.0,1,true,420.0,3.0000000000000004e-7,,,,
Astatine,At,²²⁷At,85,227,0.0,227.040183,0.000322,0.5,1,true,5.0,3.0000000000000004e-7,,,0.0,0.0
Astatine,At,²²⁸At,85,228,0.0,228.04496,0.000429,3.0,1,true,60.0,3.0000000000000004e-7,,,,
Astatine,At,²²⁹At,85,229,0.0,229.048191,0.000429,0.5,1,true,1.0,3.0000000000000004e-7,,,0.0,0.0
Radon,Rn,¹⁹³Rn,86,193,0.0,193.009707973,2.6958e-5,1.5,-1,true,0.00115,0.00027,,,,
Radon,Rn,¹⁹⁴Rn,86,194,0.0,194.006145636,1.7884e-5,0.0,1,true,0.00078,0.00015999999999999999,0.0,0.0,0.0,0.0
Radon,Rn,¹⁹⁵Rn,86,195,0.0,195.005421703,5.5487e-5,1.5,-1,true,0.007,0.003,,,,
Radon,Rn,¹⁹⁶Rn,86,196,0.0,196.002120431,1.5087e-5,0.0,1,true,0.0047,0.0011,0.0,0.0,0.0,0.0
Radon,Rn,¹⁹⁷Rn,86,197,0.0,197.001621446,1.7383e-5,1.5,-1,true,0.054,0.006,,,,
Radon,Rn,¹⁹⁸Rn,86,198,0.0,197.998679197,1.4406e-5,0.0,1,true,0.06440000000000001,0.0016,0.0,0.0,0.0,0.0
Radon,Rn,¹⁹⁹Rn,86,199,0.0,198.998325436,7.833e-6,1.5,-1,true,0.59,0.03,,,,
Radon,Rn,²⁰⁰Rn,86,200,0.0,199.995705335,6.217e-6,0.0,1,true,1.09,0.16,0.0,0.0,0.0,0.0
Radon,Rn,²⁰¹Rn,86,201,0.0,200.995590511,1.0865e-5,1.5,-1,true,7.0,0.4,,,,
Radon,Rn,²⁰²Rn,86,202,0.0,201.993263982,1.8808e-5,0.0,1,true,9.7,0.1,0.0,0.0,0.0,0.0
Radon,Rn,²⁰³Rn,86,203,0.0,202.993361155,6.242e-6,1.5,-1,true,44.2,1.6,,,,
Radon,Rn,²⁰⁴Rn,86,204,0.0,203.991443729,7.991e-6,0.0,1,true,74.52,1.38,0.0,0.0,0.0,0.0
Radon,Rn,²⁰⁵Rn,86,205,0.0,204.991723228,5.453e-6,2.5,-1,true,170.0,4.0,0.31920000000000004,0.00064,0.062,0.006
Radon,Rn,²⁰⁶Rn,86,206,0.0,205.990195409,9.223e-6,0.0,1,true,340.2,10.200000000000001,0.0,0.0,0.0,0.0
Radon,Rn,²⁰⁷Rn,86,207,0.0,206.990730224,5.09e-6,2.5,-1,true,555.0,10.200000000000001,0.32496,0.00064,0.22,0.02
Radon,Rn,²⁰⁸Rn,86,208,0.0,207.989634513,1.091e-5,0.0,1,true,1461.0,8.4,0.0,0.0,0.0,0.0
Radon,Rn,²⁰⁹Rn,86,209,0.0,208.990401389,1.0692e-5,2.5,-1,true,1728.0,60.0,,,,
Radon,Rn,²¹⁰Rn,86,210,0.0,209.989688862,4.892e-6,0.0,1,true,8640.0,360.0,0.0,0.0,0.0,0.0
Radon,Rn,²¹¹Rn,86,211,0.0,210.990600767,7.314e-6,0.5,-1,true,52560.0,720.0,1.1968,0.0024,0.0,0.0
Radon,Rn,²¹²Rn,86,212,0.0,211.990703946,3.338e-6,0.0,1,true,1434.0,72.0,0.0,0.0,0.0,0.0
Radon,Rn,²¹³Rn,86,213,0.0,212.993885147,3.618e-6,4.5,1,true,0.0195,0.0001,,,,
Radon,Rn,²¹⁴Rn,86,214,0.0,213.99536265,9.862e-6,0.0,1,true,2.5900000000000003e-7,3.0000000000000004e-9,0.0,0.0,0.0,0.0
Radon,Rn,²¹⁵Rn,86,215,0.0,214.998745037,6.538e-6,4.5,1,true,2.2999999999999996e-6,1.0e-7,,,,
Radon,Rn,²¹⁶Rn,86,216,0.0,216.000271942,6.192e-6,0.0,1,true,2.9e-5,4.0e-6,0.0,0.0,0.0,0.0
Radon,Rn,²¹⁷Rn,86,217,0.0,217.003927632,4.506e-6,4.5,1,true,0.000593,3.7999999999999995e-5,,,,
Radon,Rn,²¹⁸Rn,86,218,0.0,218.005601123,2.486e-6,0.0,1,true,0.03375,0.00015,0.0,0.0,0.0,0.0
Radon,Rn,²¹⁹Rn,86,219,0.0,219.009478683,2.254e-6,2.5,1,true,3.96,0.01,-0.17596,0.00047999999999999996,1.15,0.12
Radon,Rn,²²⁰Rn,86,220,0.0,220.011392443,1.947e-6,0.0,1,true,55.6,0.1,0.0,0.0,0.0,0.0
Radon,Rn,²²¹Rn,86,221,0.0,221.015535637,6.134e-6,3.5,1,true,1542.0,30.0,-0.005742857142857142,0.00017142857142857143,-0.47,0.05
Radon,Rn,²²²Rn,86,222,0.0,222.017576017,2.086e-6,0.0,1,true,330177.6,17.28,0.0,0.0,0.0,0.0
Radon,Rn,²²³Rn,86,223,0.0,223.021889283,8.397e-6,3.5,1,true,1458.0,24.0,,,,
Radon,Rn,²²⁴Rn,86,224,0.0,224.024095803,1.0536e-5,0.0,1,true,6420.0,180.0,0.0,0.0,0.0,0.0
Radon,Rn,²²⁵Rn,86,225,0.0,225.028485572,1.1958e-5,3.5,-1,true,279.6,2.4,-0.19799999999999998,0.002285714285714286,0.84,0.08
